linear_model_efficiency,linear_model_time,linear_model_precision,poly_model_efficiency,poly_model_time,poly_model_precision,lasso_model_efficiency,lasso_model_time,lasso_model_precision,ridge_model_efficiency,ridge_model_time,ridge_model_precision
0.869114191880694,0.004961735962360289,0.8376331738414575,0.6349746745357965,1.0,0.7937183431697455,0.8561937203045296,0.09816646575927734,0.8447837668204813,0.8543840859236809,0.029268264770507812,0.825297173597228
0.8801903312501065,0.006361540881492525,0.8518282992830062,0.662475716226012,1.0,0.828094645282515,0.9210553683787637,0.06825089454650879,0.9183819341100817,0.9103690044406526,0.03041529655456543,0.8955650796894571
0.8399650432776219,0.007986737292324495,0.8019529884201084,0.586041377790087,1.0,0.7325517222376088,0.8695363876533628,0.08218646049499512,0.8574670996904523,0.8738744275747146,0.028361082077026367,0.8494333049876497
0.9026543380919837,0.006033144071093496,0.879826208632753,0.6843796760875498,1.0,0.8554745951094371,0.9002535029571136,0.11443161964416504,0.9039247836074332,0.9062834103894634,0.02767491340637207,0.8897729913384221
0.8985859506863628,0.006770668898923598,0.8749251055826843,0.6653312552969827,1.0,0.8316640691212283,0.9045590958878778,0.05833768844604492,0.8952832919713584,0.9016665861920093,0.03322291374206543,0.885388961175528
0.8809739473970535,0.007308603638159243,0.8530445851558566,0.6523182977374162,1.0,0.8153978721717703,0.9245132553940264,0.06440591812133789,0.9217430487728674,0.9228333284246314,0.03101372718811035,0.9112950923278167
0.8945657215683966,0.006710187973098289,0.8698846989537703,0.6728549103745162,1.0,0.8410686379681451,0.9220051446459805,0.07310009002685547,0.9207814533141894,0.9104627123809577,0.0360105037689209,0.8970810164184273
0.8430912869148894,0.008804150745799589,0.8060651463300615,0.6106236588361142,1.0,0.7632795735451428,0.8633262851499188,0.06187272071838379,0.8446260366169944,0.865243330497004,0.0294950008392334,0.8389279133310632
0.9120078320541464,0.0073807100758753776,0.8918549675866517,0.6680242578544671,1.0,0.8350303223180838,0.9269334725818266,0.07888174057006836,0.9283872758698002,0.9235238822718799,0.03564262390136719,0.9133155088151915
0.8675784370831567,0.005790237404027091,0.8359206057049526,0.6540818858148139,1.0,0.8176023572685173,0.9197676320505679,0.06622076034545898,0.9162647301495745,0.9102341373546944,0.03221416473388672,0.8958462128768396
0.8870001346283267,0.0052809036745445825,0.8600703942040445,0.6723308924448135,1.0,0.8404136155560168,0.8901665733298013,0.0858006477355957,0.8841583785961505,0.8976624397642745,0.03121018409729004,0.8798805957296657
0.8561387504132405,0.007347209840473771,0.822010240476669,0.6471759319516155,1.0,0.8089699149395193,0.8754591680162443,0.07213854789733887,0.8623585969946401,0.874826845825605,0.04554009437561035,0.8549185808759088
0.8682528884007443,0.004396677078001653,0.8364152797704307,0.6566975946043407,1.0,0.8208719932554259,0.8968676111097533,0.06773114204406738,0.8880172993982084,0.8833998360715118,0.03957486152648926,0.8641435104710121
0.8716502091968249,0.006547686181020743,0.8411996830412862,0.6290922388343905,1.0,0.786365298542988,0.8893649429107128,0.08768224716186523,0.8836267404288571,0.8722246355416082,0.039693593978881836,0.8502041929217308
0.8767270006522583,0.010048641441076167,0.8484209111755919,0.6387031503128399,1.0,0.7983789378910497,0.8852191237779827,0.0690150260925293,0.8737776612456107,0.8696776474912716,0.03000640869140625,0.844598661536941
0.7922454321994142,0.008461793354016919,0.742422238587772,0.5753960412883525,1.0,0.7192450516104406,0.8317400182769897,0.08124899864196777,0.809987272506729,0.8424176207090301,0.03133535385131836,0.8108558643491173
0.8312482991007639,0.007694640336394178,0.7909840339600533,0.5946901540062662,1.0,0.7433626925078327,0.8696102992204684,0.06852030754089355,0.8541429509108087,0.8617689032744528,0.038788795471191406,0.8369083279608638
0.9001544919532363,0.008631185321835485,0.8773509112720042,0.6776248521443997,1.0,0.8470310651804996,0.9122102315774139,0.06702470779418945,0.9070189664203147,0.9059593228106795,0.03232598304748535,0.8905306492752207
0.8704073576119564,0.005003493379669474,0.8392600703598627,0.6088694773866431,1.0,0.7610868467333038,0.8590146479611676,0.08952546119689941,0.8461496752506843,0.8607550173567226,0.03755378723144531,0.8353322185037645
